Sp	BOLD	GenBank
Aricia artaxerxes	EZROM047-08	HQ004064
Aricia artaxerxes	EZROM049-08	HQ004060
Aricia artaxerxes	EZROM050-08	HQ004061
Aricia artaxerxes	EZROM602-08	HQ004057
Aricia artaxerxes	EZROM791-08	HQ004059
Aricia artaxerxes	EZROM792-08	HQ004058
Aricia artaxerxes	LEATD140-13	MW501131
Aricia artaxerxes	LEATD459-13	MW499534
Aricia artaxerxes	OXB262-15	MN145054
Aricia artaxerxes	OXB730-15	MN142584
Aricia artaxerxes	PHLAB367-10	HQ968524
Aricia artaxerxes	WMB4022-14	MN142161
Aricia artaxerxes	WMB2031-13	MN142310
Aricia artaxerxes	WMB2032-13	MN143620
Aricia artaxerxes	WMB5251-14	MN141398
Aricia artaxerxes	BIBSA183-15	MN141428
Aricia artaxerxes	BIBSA427-15	MW500122
Aricia artaxerxes	BIBSA288-15	MN142202
Aricia artaxerxes	BIBSA289-15	MN141773
Aricia artaxerxes	BIBSA363-15	MN142338
Aricia artaxerxes	EULEP3481-16	MW503141
Aricia artaxerxes	EULEP3485-16	MW502411
Aricia artaxerxes	WMB3527-14	MN143804
Aricia artaxerxes	WMB4843-14	MN143461
Aricia artaxerxes	EULEP2350-15	MW501445
Aricia artaxerxes	EULEP2575-15	MW500502
Aricia artaxerxes	EULEP3488-16	MW503462
Aricia artaxerxes	EULEP4782-16	MW500896
Aricia artaxerxes	EULEP4832-16	MW499977
Aricia artaxerxes	EULEP843-15	MW500996
Aricia artaxerxes	FBLMW290-10	HQ563541
Aricia artaxerxes	FBLMW292-10	KX040346
Aricia artaxerxes	FBLMW305-10	KX040650
Aricia artaxerxes	FBLMW311-10	HQ563551
Aricia artaxerxes	FBLMW332-10	HQ563569
Aricia artaxerxes	FBLMW335-10	HQ563572
Aricia artaxerxes	FBLMW337-10	HQ563574
Aricia artaxerxes	FBLMW339-10	HQ563576
Aricia artaxerxes	FBLMX193-11	KX040280
Aricia artaxerxes	FBLMX194-11	KX040774
Aricia artaxerxes	FBLMX213-11	KX041140
Aricia artaxerxes	FBLMX215-11	KX041017
Aricia artaxerxes	FBLMX217-11	KX040086
Aricia artaxerxes	FBLMX219-11	KX040636
Aricia artaxerxes	FBLMX221-11	KM572320
Aricia artaxerxes	FBLMX223-11	KM573324
Aricia artaxerxes	FBLMX225-11	KM572513
Aricia artaxerxes	FBLMX228-11	KM573699
Aricia artaxerxes	FBLMX230-11	KM573513
Aricia artaxerxes	FBLMX232-11	KM571976
Aricia artaxerxes	FBLMX234-11	KX040852
Aricia artaxerxes	GWORA2463-09	HQ957212
Aricia artaxerxes	GWORL197-09	JF415677
Aricia artaxerxes	GWORL199-09	GU687042
Aricia artaxerxes	GWORL201-09	GU687036
Aricia artaxerxes	GWORL203-09	GU687038
Aricia artaxerxes	GWOSK798-11	JN276912
Aricia artaxerxes	GWOSU019-11	KX047263
Aricia artaxerxes	GWOSU022-11	KX044556
Aricia artaxerxes	GWOSU027-11	KX044940
Aricia artaxerxes	LEASS736-17	MN141829
Aricia artaxerxes	LEASS743-17	MN138909
Aricia artaxerxes	LEASS836-17	MN139954
Aricia artaxerxes	LEATG095-14	MN142463
Aricia artaxerxes	LEATG096-14	MN141069
Aricia artaxerxes	LEATG465-14	MW503134
Aricia artaxerxes	LEFIC063-10	HM871932
Aricia artaxerxes	LEFIE772-10	HM874491
Aricia artaxerxes	LEFIJ514-10	JF853636
Aricia artaxerxes	LON6575-17	NA
Aricia artaxerxes	LON6811-18	NA
Aricia artaxerxes	LON821-11	KX048972
Aricia artaxerxes	PHLAH703-12	KM573033
Aricia artaxerxes	PHLAW044-13	KM572272
Aricia artaxerxes	FBLMW345-10	KX040833
Aricia artaxerxes	FBLMW347-10	HQ563581
Aricia artaxerxes	GBMIN16202-13	JX678089
Aricia artaxerxes	GBMIN16208-13	JX678077
Aricia artaxerxes	GBMIN16209-13	JX678075
Aricia artaxerxes	GBMIN16210-13	JX678073
Aricia artaxerxes	GBMIN16220-13	JX678053
Aricia artaxerxes	GBMIN16333-13	JX678104
Aricia artaxerxes	GBMIN16334-13	JX678102
Aricia artaxerxes	GBMIN16340-13	JX678090
Aricia artaxerxes	GBMIN16347-13	JX678076
Aricia artaxerxes	GBMIN16348-13	JX678074
Aricia artaxerxes	GBMIN16358-13	JX678054
Aricia artaxerxes	GBMIN16359-13	JX678052
Aricia artaxerxes	GBMIN16336-13	JX678098
Aricia artaxerxes	GBMIN16341-13	JX678088
Aricia artaxerxes	GBMIN16205-13	JX678083
Aricia artaxerxes	GBMIN16206-13	JX678081
Aricia artaxerxes	GBMIN16207-13	JX678079
Aricia artaxerxes	GBMIN16219-13	JX678055
Aricia artaxerxes	GBMIN16342-13	JX678086
Aricia artaxerxes	GBMIN16343-13	JX678084
Aricia artaxerxes	GBMIN16344-13	JX678082
Aricia artaxerxes	GBMIN16345-13	JX678080
Aricia artaxerxes	GBMIN16346-13	JX678078
Aricia artaxerxes	GBMIN16357-13	JX678056
Aricia artaxerxes	GBMNB42686-20	MN107409
Aricia artaxerxes	GBMNB42687-20	MN107408
Aricia artaxerxes	GBMNB42688-20	MN107407
Aricia artaxerxes	GBMNB42689-20	MN107406
Aricia artaxerxes	GBMNB42690-20	MN107405
Aricia artaxerxes	GBMNB42691-20	MN107404
Aricia artaxerxes	LON218-08	KX050013
Aricia artaxerxes	GBMND51844-21	MT883928
Aricia artaxerxes	GBMND51859-21	MT883948
Aricia artaxerxes	GBMND51871-21	MT883934
Aricia artaxerxes	GBMND51872-21	MT883933
Aricia artaxerxes	GBMND51873-21	MT883932
Aricia artaxerxes	GBMND51898-21	MT883897
Aricia artaxerxes	GBMNB42683-20	MN107401
Aricia artaxerxes	GBMND51839-21	MT883958
Aricia artaxerxes	GBMND51840-21	MT883956
Aricia artaxerxes	GBMND51842-21	MT883899
Aricia artaxerxes	GBMND51843-21	MT883898
Aricia artaxerxes	GBMND51846-21	MT883926
Aricia artaxerxes	GBMND51847-21	MT883925
Aricia artaxerxes	GBMND51848-21	MT883924
Aricia artaxerxes	GBMND51860-21	MT883947
Aricia artaxerxes	GBMND51862-21	MT883945
Aricia artaxerxes	GBMND51863-21	MT883944
Aricia artaxerxes	GBMND51864-21	MT883943
Aricia artaxerxes	GBMND51865-21	MT883942
Aricia artaxerxes	GBMND51867-21	MT883940
Aricia artaxerxes	GBMND51875-21	MT883923
Aricia artaxerxes	GBMND51876-21	MT883922
Aricia artaxerxes	GBMND51879-21	MT883919
Aricia artaxerxes	GBMND51880-21	MT883918
Aricia artaxerxes	GBMND51850-21	MT883929
Aricia artaxerxes	GBMND51855-21	MT883952
Aricia artaxerxes	GBMND51856-21	MT883951
Aricia artaxerxes	GBMND51857-21	MT883950
Aricia artaxerxes	GBMND51858-21	MT883949
Aricia artaxerxes	GBMND51878-21	MT883920
Aricia artaxerxes	GBMND51869-21	MT883936
Aricia artaxerxes	GBMND51886-21	MT883912
Aricia artaxerxes	GBMND51887-21	MT883911
Aricia artaxerxes	GBMND51888-21	MT883910
Aricia artaxerxes	GBMND51890-21	MT883908
Aricia artaxerxes	GBMND51893-21	MT883905
Aricia artaxerxes	GBMND51895-21	MT883903
Aricia artaxerxes	GBMND51896-21	MT883902
Aricia artaxerxes	GBMND51889-21	MT883909
Aricia artaxerxes	GBMND51883-21	MT883915
Aricia artaxerxes	GBMND51884-21	MT883914
Aricia artaxerxes	GBMND51894-21	MT883904
Aricia artaxerxes	LEPAA358-16	MK186135
Aricia artaxerxes	LEPAA585-16	MK186138
Aricia artaxerxes	LEPPA1223-17	MK186133
Aricia artaxerxes	LEPPA1262-17	MK186131
Aricia artaxerxes	LOWAB166-09	NA
Aricia artaxerxes	LOWAB173-09	NA
Aricia artaxerxes	LOWAB204-09	NA
Aricia artaxerxes	LOWAB283-09	NA
Aricia artaxerxes	LOWAB284-09	NA
Aricia artaxerxes	LOWAB177-09	NA
Aricia artaxerxes	MIMAB049-21	NA
Calopteryx splendens	AODON451-20	NA
Calopteryx splendens	AODON052-20	NA
Calopteryx splendens	AODON769-20	NA
Calopteryx splendens	GODO018-18	MW490230
Calopteryx splendens	GODO019-18	MW490332
Calopteryx splendens	GODO025-18	MW490124
Calopteryx splendens	GODO032-18	MW490324
Calopteryx splendens	ODOPL012-18	MW490433
Calopteryx splendens	ODOPL033-19	MW490111
Calopteryx splendens	ODOPL034-19	MW490329
Calopteryx splendens	ODOPL042-19	MW490397
Calopteryx splendens	ODOPL043-19	MW490099
Calopteryx splendens	ODOPL056-19	MW490143
Calopteryx splendens	ODOPL057-19	MW490204
Calopteryx splendens	ZPLOD102-20	MT298288
Calopteryx splendens	ZPLOD113-20	MT298286
Calopteryx splendens	AODON457-20	NA
Calopteryx splendens	GODO020-18	MW490432
Calopteryx splendens	GODO022-18	MW490134
Calopteryx splendens	GODO024-18	MW490510
Calopteryx splendens	GODO033-18	MW490199
Calopteryx splendens	ZPLOD103-20	MT298289
Calopteryx splendens	ZPLOD110-20	MT298287
Calopteryx splendens	ZPLOD816-20	MT298285
Calopteryx splendens	GODO034-18	MW490487
Calopteryx virgo	AODON014-20	NA
Calopteryx virgo	FBAQU484-10	HM901860
Calopteryx virgo	FBAQU526-10	HM901885
Calopteryx virgo	GODO001-18	MW459503
Calopteryx virgo	ZPLOD115-20	MT298291
Calopteryx virgo	ZPLOD817-20	MT298292
Calopteryx virgo	PLSW039-20	MW490428
Calopteryx virgo	ZPLOD114-20	MT298290
Calopteryx virgo	ZPLOD117-20	MT298293
Calopteryx virgo	ZPLOD123-20	MT298295
Calopteryx virgo	ZPLOD119-20	MT298294
Carbula humerigera	NA	GQ292241.1
Carbula putoni	GBMHH1123-13	KC510114
Carbula putoni	GBMNB31378-20	MK648461
Colias eurytheme	GBGL6637-09	EU583857
Colias eurytheme	GBGL0136-06	AF044024
Colias eurytheme	BBLOB1525-11	NA
Colias eurytheme	BBLOB724-11	NA
Colias eurytheme	BBLOC1395-11	NA
Colias eurytheme	BBLSU077-09	GU694698
Colias eurytheme	BBLOD1634-11	NA
Colias eurytheme	BCBEE328-22	NA
Colias eurytheme	CNCBF475-14	NA
Colias eurytheme	CNCBF028-14	NA
Colias eurytheme	ERPIR299-12	KT142261
Colias eurytheme	GBGL6540-09	AF044877
Colias eurytheme	GBGL6640-09	EU583854
Colias eurytheme	GBGLP001-10	FJ851621
Colias eurytheme	GBGLP002-10	FJ851620
Colias eurytheme	GBGLP015-13	HM236301
Colias eurytheme	GBGLP016-13	HM236300
Colias eurytheme	GBGLP017-13	HM236299
Colias eurytheme	SACOL124-17	OL874629
Colias eurytheme	BBLOB1681-11	NA
Colias eurytheme	BBLOC1394-11	NA
Colias eurytheme	BBLOC1396-11	NA
Colias eurytheme	BBLOC1397-11	NA
Colias eurytheme	BBLOC1398-11	NA
Colias eurytheme	BBLOC1399-11	NA
Colias eurytheme	BBLOC1400-11	NA
Colias eurytheme	BBLOC1448-11	NA
Colias eurytheme	BBLOC1722-11	NA
Colias eurytheme	BBLOC1727-11	NA
Colias eurytheme	BBLOC577-11	NA
Colias eurytheme	BBLOD500-11	NA
Colias eurytheme	BBLOE2037-12	NA
Colias eurytheme	BBLPA202-10	JF841242
Colias eurytheme	BBLWU250-09	HM428626
Colias eurytheme	BBLWU251-09	HM428627
Colias eurytheme	BCBEE473-22	NA
Colias eurytheme	BBLOC1008-11	NA
Colias eurytheme	BBLOD914-11	NA
Colias eurytheme	CNCBF025-14	NA
Colias eurytheme	LGSM790-04	GU089775
Colias eurytheme	LGSMG324-07	NA
Colias eurytheme	LTOL546-07	NA
Colias eurytheme	MJMSL203-10	HQ964534
Colias eurytheme	MJMSL205-10	HQ964536
Colias eurytheme	NCCH046-11	KT136166
Colias eurytheme	NCCH047-11	KT134185
Colias eurytheme	NCCH048-11	KT147011
Colias eurytheme	NCCH065-11	KT142614
Colias eurytheme	SACOL125-17	OL874633
Colias eurytheme	USLEP1464-10	HQ583569
Colias eurytheme	USLEP1465-10	HQ583570
Colias eurytheme	USLEP1466-10	HQ583571
Colias eurytheme	USLEP1467-10	HQ583572
Colias eurytheme	USLEP1470-10	HQ583575
Colias eurytheme	BBLOC1726-11	NA
Colias eurytheme	BBLOD913-11	NA
Colias eurytheme	BBLOD940-11	NA
Colias eurytheme	BBLPA205-10	JF841244
Colias eurytheme	BBLWU230-09	HM428607
Colias eurytheme	BBLOD916-11	NA
Colias eurytheme	BBLOC1017-11	NA
Colias eurytheme	BBLOD1636-11	NA
Colias eurytheme	BCBEE413-22	NA
Colias eurytheme	CNCBF026-14	NA
Colias eurytheme	MJMSL204-10	HQ964535
Colias eurytheme	RDHP412-06	NA
Colias eurytheme	RDHP413-06	NA
Colias eurytheme	RDHP415-06	NA
Colias philodice	NA	EU583855.1
Coptotermes formosanus	GBMH10807-19	KU925203
Coptotermes formosanus	GBMIN34250-13	JF832362
Coptotermes formosanus	GBMNA10623-19	AB626145
Coptotermes formosanus	GBMND76913-21	MZ413511
Coptotermes formosanus	GBMND76916-21	MZ424467
Coptotermes formosanus	GAISO041-13	KC887208
Coptotermes formosanus	GAISO057-13	KC887192
Coptotermes formosanus	GBMND76911-21	MZ411392
Coptotermes formosanus	GBMIN29296-13	JQ412139
Coptotermes formosanus	GBMND76910-21	MW558101
Coptotermes formosanus	CYTC4088-12	AB626146
Coptotermes formosanus	GBMH10804-19	KJ918307
Coptotermes formosanus	GBMND76915-21	MZ424466
Coptotermes formosanus	GBMNC38279-20	MT926002
Coptotermes formosanus	ISOUS027-10	NA
Coptotermes formosanus	GBMND76909-21	MW558102
Coptotermes formosanus	GBMH10805-19	KJ918308
Coptotermes formosanus	GBMIN34261-13	JF832355
Coptotermes formosanus	GBMH10806-19	KJ918309
Coptotermes formosanus	GBMTG2478-16	NC_015800
Coptotermes formosanus	GBMND76921-21	MZ424477
Coptotermes formosanus	GBMND76920-21	MZ424471
Coptotermes formosanus	GBMIN34258-13	JF832361
Coptotermes formosanus	GBMIN34259-13	JF832359
Coptotermes formosanus	GBMIN34253-13	JF832356
Coptotermes formosanus	GBMIN34252-13	JF832358
Coptotermes formosanus	GBMIN34254-13	JF832354
Coptotermes formosanus	GBMIN34251-13	JF832360
Coptotermes formosanus	GBMIN34255-13	JF832352
Coptotermes formosanus	GBMIN34260-13	JF832357
Coptotermes formosanus	GBMIN34262-13	JF832353
Coptotermes formosanus	GBMND76919-21	MZ424470
Coptotermes formosanus	GBMND76912-21	MZ413510
Coptotermes formosanus	GBMND76918-21	MZ424469
Coptotermes formosanus	GBMND76914-21	MZ420500
Coptotermes formosanus	GBMND76917-21	MZ424468
Coptotermes formosanus	GAISO040-13	KC887209
Coptotermes formosanus	GAISO023-13	KC887226
Coptotermes formosanus	GAISO025-13	KC887224
Coptotermes formosanus	GAISO024-13	KC887225
Coptotermes formosanus	GAISO026-13	KC887223
Coptotermes formosanus	GAISO036-13	KC887213
Coptotermes formosanus	GAISO027-13	KC887222
Coptotermes formosanus	GAISO042-13	KC887207
Coptotermes formosanus	GAISO056-13	KC887193
Coptotermes formosanus	GAISO053-13	KC887196
Coptotermes formosanus	GAISO039-13	KC887210
Coptotermes formosanus	GAISO054-13	KC887195
Coptotermes formosanus	GAISO037-13	KC887212
Coptotermes formosanus	GAISO055-13	KC887194
Coptotermes formosanus	GAISO038-13	KC887211
Coptotermes formosanus	GAISO043-13	KC887206
Coptotermes formosanus	GAISO058-13	KC887191
Coptotermes formosanus	SPMIS113-22	NA
Coptotermes formosanus	GAISO044-13	KC887205
Coptotermes formosanus	GAISO035-13	KC887214
Coptotermes formosanus	GBMIN29258-13	JQ412140
Coptotermes formosanus	GAISO047-13	KC887202
Coptotermes formosanus	GAISO046-13	KC887203
Coptotermes formosanus	GAISO028-13	KC887221
Coptotermes formosanus	GBMIN29257-13	JQ412142
Coptotermes formosanus	GBMIN29259-13	JQ412138
Coptotermes formosanus	GBMIN29292-13	JQ412147
Coptotermes formosanus	GBMIN29294-13	JQ412143
Coptotermes formosanus	GAISO022-13	KC887227
Coptotermes formosanus	GAISO048-13	KC887201
Coptotermes formosanus	GAISO045-13	KC887204
Coptotermes formosanus	GAISO049-13	KC887200
Coptotermes formosanus	CYTC4089-12	AB626147
Coptotermes gestroi	GBMNA10628-19	KU925205
Coptotermes gestroi	GAISO180-14	KF790986
Coptotermes gestroi	GAISO175-14	KF791027
Coptotermes gestroi	GAISO211-14	KF791016
Coptotermes gestroi	GAISO205-14	KF790988
Coptotermes gestroi	GAISO030-13	KC887219
Coptotermes gestroi	GAISO190-14	KF791001
Coptotermes gestroi	GAISO209-14	KF791008
Coptotermes gestroi	GBMND76925-21	MZ375836
Coptotermes gestroi	GAISO185-14	KF791005
Coptotermes gestroi	GAISO199-14	KF791010
Coptotermes gestroi	GAISO052-13	KC887197
Coptotermes gestroi	GAISO195-14	KF790996
Coptotermes gestroi	GAISO201-14	KF790987
Coptotermes gestroi	GAISO213-14	KF790992
Coptotermes gestroi	GAISO174-14	KF791021
Coptotermes gestroi	GAISO198-14	KF791026
Coptotermes gestroi	GAISO178-14	KF791020
Coptotermes gestroi	GAISO187-14	KF791015
Coptotermes gestroi	GAISO192-14	KF791002
Coptotermes gestroi	GAISO200-14	KF791011
Coptotermes gestroi	GAISO206-14	KF791013
Coptotermes gestroi	GBMND76928-21	MZ429081
Coptotermes gestroi	GBMND76927-21	MZ424794
Coptotermes gestroi	GAISO191-14	KF791003
Coptotermes gestroi	GBMH10609-19	KJ934505
Coptotermes gestroi	GAISO177-14	KF791019
Coptotermes gestroi	GAISO179-14	KF790990
Coptotermes gestroi	GBMND61070-21	MW575256
Coptotermes gestroi	GBMND76926-21	MZ424475
Coptotermes gestroi	GAISO051-13	KC887198
Coptotermes gestroi	GAISO182-14	KF791024
Coptotermes gestroi	GAISO197-14	KF790998
Coptotermes gestroi	GAISO181-14	KF791025
Coptotermes gestroi	GAISO210-14	KF791009
Coptotermes gestroi	GAISO207-14	KF791007
Coptotermes gestroi	GAISO194-14	KF790995
Coptotermes gestroi	GAISO186-14	KF790989
Coptotermes gestroi	GAISO212-14	KF790991
Coptotermes gestroi	GAISO189-14	KF790999
Coptotermes gestroi	GBMH10579-19	KJ934507
Coptotermes gestroi	GAISO202-14	KF791017
Coptotermes gestroi	GAISO203-14	KF791022
Coptotermes gestroi	GAISO208-14	KF791012
Coptotermes gestroi	GBMH10235-19	KJ934506
Coptotermes gestroi	GBMH10602-19	KJ934504
Coptotermes gestroi	GAISO214-14	KF790994
Coptotermes gestroi	GAISO204-14	KF791014
Coptotermes gestroi	GAISO183-14	KF791023
Coptotermes gestroi	GAISO176-14	KF791018
Coptotermes gestroi	GAISO215-14	KF790993
Coptotermes gestroi	GAISO033-13	KC887216
Coptotermes gestroi	GAISO034-13	KC887215
Coptotermes gestroi	GAISO029-13	KC887220
Coptotermes gestroi	GAISO050-13	KC887199
Coptotermes gestroi	GAISO031-13	KC887218
Coptotermes gestroi	GAISO032-13	KC887217
Coptotermes gestroi	GAISO196-14	KF790997
Coptotermes gestroi	GBMND76922-21	MZ375833
Coptotermes gestroi	GBMND76924-21	MZ375835
Coptotermes gestroi	GBMND76923-21	MZ375834
Coptotermes gestroi	GAISO184-14	KF791004
Coptotermes gestroi	GAISO193-14	KF791006
Coptotermes gestroi	GAISO188-14	KF791000
Coptotermes gestroi	GBMH11106-19	NC_030014
Cordulegaster boltonii	ZPLOD295-20	MT298389
Cordulegaster boltonii	AODON715-20	NA
Cordulegaster boltonii	ZPLOD297-20	MT298387
Cordulegaster boltonii	GBMIX942-14	MW490281
Cordulegaster boltonii	GBMHO3679-19	MH304652
Cordulegaster boltonii	FBAQU531-10	HM901890
Cordulegaster boltonii	GBMHO323-14	KF584932
Cordulegaster boltonii	GBMHO325-14	KF584960
Cordulegaster boltonii	GBMHO326-14	KF584957
Cordulegaster boltonii	GBMHO344-14	KF584933
Cordulegaster boltonii	GBMHO345-14	KF584934
Cordulegaster boltonii	GBMHO3674-19	MH304646
Cordulegaster boltonii	GBMHO3675-19	MH304647
Cordulegaster boltonii	GBMHO3676-19	MH304648
Cordulegaster boltonii	GBMHO3677-19	MH304649
Cordulegaster boltonii	GBMHO3678-19	MH304650
Cordulegaster boltonii	GBMHO3680-19	MH304657
Cordulegaster boltonii	GBMHO3681-19	MH304660
Cordulegaster boltonii	GBMHO404-14	KF584953
Cordulegaster boltonii	GBMHO405-14	KF584954
Cordulegaster boltonii	GBMHO406-14	KF584955
Cordulegaster boltonii	GBMHO448-14	KF584959
Cordulegaster boltonii	GBMHO449-14	KF584965
Cordulegaster boltonii	GBMHO450-14	KF584964
Cordulegaster boltonii	GBMHO451-14	KF584956
Cordulegaster boltonii	GBMHO452-14	KF584961
Cordulegaster boltonii	GBMHO453-14	KF584962
Cordulegaster boltonii	GBMHO454-14	KF584967
Cordulegaster boltonii	GBMHO455-14	KF584968
Cordulegaster boltonii	GODO037-18	MW490410
Cordulegaster boltonii	TRDOD029-14	MW490228
Cordulegaster boltonii	TRDOD068-14	MW490286
Cordulegaster boltonii	TRDOD083-14	MW490492
Cordulegaster boltonii	TRDOD084-14	MW490469
Cordulegaster boltonii	ZMBN037-15	MW490296
Cordulegaster boltonii	ZPLOD299-20	MT298388
Cordulegaster trinacriae	GBMHO3685-19	MH304655
Cordulegaster trinacriae	ZPLOD315-20	MT298394
Cordulegaster trinacriae	ZPLOD314-20	MT298395
Cordulegaster trinacriae	GBMHO3687-19	MH304658
Cordulegaster trinacriae	GBMHO3686-19	MH304656
Cordulegaster trinacriae	GBMHO3689-19	MH304661
Cordulegaster trinacriae	GBMHO3683-19	MH304653
Cordulegaster trinacriae	GBMHO3692-19	MH304664
Cordulegaster trinacriae	GBMHO3684-19	MH304654
Cordulegaster trinacriae	GBMHO3691-19	MH304663
Cordulegaster trinacriae	GBMHO3690-19	MH304662
Cordulegaster trinacriae	GBMHO493-14	KF584945
Cordulegaster trinacriae	GBMHO346-14	KF584946
Cordulegaster trinacriae	GBMHO3688-19	MH304659
Cordulegaster trinacriae	GBMHO3682-19	MH304651
Cordulegaster trinacriae	GBMHO3693-19	MH304665
Formica aquilonia	GBMIN37926-13	HQ619715
Formica aquilonia	FIMIS041-13	MZ626448
Formica aquilonia	FIMIS043-13	MZ624235
Formica aquilonia	ARTNO115-17	NA
Formica aquilonia	TDAAT2024-20	NA
Formica aquilonia	ACUFI1300-13	MZ608655
Formica aquilonia	GBMIN75520-17	KX665011
Formica aquilonia	ACUFI1269-13	MZ609854
Formica aquilonia	GBAHF3542-19	KX665010
Formica aquilonia	ACUFI1313-13	MZ607770
Formica aquilonia	ACUFI1311-13	MZ611329
Formica aquilonia	GBMIN75522-17	KX665008
Formica aquilonia	GBMIN75521-17	KX665009
Formica aquilonia	GBMIN75523-17	KX665007
Formica polyctena	ACUFI1257-13	MZ608542
Formica polyctena	GBAHF3511-19	KX665100
Formica polyctena	ACUFI1271-13	MZ607831
Formica polyctena	GBMIN75600-17	KX665104
Formica polyctena	GBMIN75601-17	KX665103
Formica polyctena	GBMIN75602-17	KX665102
Formica polyctena	GBMIN75603-17	KX665101
Formica polyctena	GBMIN75604-17	KX665105
Gryllus firmus	ORTBB339-12	NA
Gryllus firmus	ORTBB342-12	NA
Gryllus firmus	ORTBB340-12	NA
Gryllus pennsylvanicus	BBOWC210-11	KM533308
Gryllus pennsylvanicus	INRMA345-12	NA
Gryllus pennsylvanicus	TTOFW362-08	KM533168
Gryllus pennsylvanicus	TTOFW619-08	KM531072
Gryllus pennsylvanicus	BBOWC295-12	KM535644
Gryllus pennsylvanicus	GBMNE23662-21	MZ595200
Gryllus pennsylvanicus	SBGB029-03	AY165657
Gryllus pennsylvanicus	SDP783011-18	MN447994
Gryllus pennsylvanicus	GBMH1959-06	U88332
Gryllus pennsylvanicus	TTOFW047-08	KR144735
Gryllus pennsylvanicus	BBOWC218-11	KM530781
Helicoverpa armigera	GBGL29978-19	MK000728
Helicoverpa armigera	MAMOT1651-12	KX861959
Helicoverpa armigera	ERINC078-18	NA
Helicoverpa armigera	GBMNC54809-20	MT966755
Helicoverpa armigera	GBMNA18713-19	MG437191
Helicoverpa armigera	LOQTB563-07	NA
Helicoverpa armigera	MAMOT1654-12	KX863190
Helicoverpa armigera	LOQC846-05	NA
Helicoverpa armigera	LOQ205-04	NA
Helicoverpa armigera	GBGL7616-12	AB620128
Helicoverpa armigera	GBGL29856-19	MH516040
Helicoverpa armigera	GBMNC56226-20	MF051184
Helicoverpa armigera	GBGL29948-19	MK000730
Helicoverpa armigera	AGIMP008-13	NA
Helicoverpa armigera	ANICL283-10	HQ951238
Helicoverpa armigera	ANICL284-10	HQ951239
Helicoverpa armigera	BCMI470-11	NA
Helicoverpa armigera	ABOLD246-16	NA
Helicoverpa armigera	ABOLD162-16	NA
Helicoverpa armigera	GBGL12680-13	KF022224
Helicoverpa armigera	GBGL12935-14	KF661358
Helicoverpa armigera	GBGL12936-14	KF661359
Helicoverpa armigera	GBGL12937-14	KF661368
Helicoverpa armigera	GBGL12938-14	KF661371
Helicoverpa armigera	GBGL12941-14	KF661383
Helicoverpa armigera	GBGL12943-14	KF661352
Helicoverpa armigera	GBGL12944-14	KF661354
Helicoverpa armigera	GBGL12949-14	KF661364
Helicoverpa armigera	GBGL13900-14	KF661387
Helicoverpa armigera	GBGL15255-14	JX392415
Helicoverpa armigera	GBGL15256-14	JX392497
Helicoverpa armigera	GBGL15257-14	JX509739
Helicoverpa armigera	GBGL15258-14	JX509764
Helicoverpa armigera	GBGL15260-14	JX509766
Helicoverpa armigera	GBGL15261-14	JX532104
Helicoverpa armigera	GBGL16869-15	KM274936
Helicoverpa armigera	GBGL16870-15	KM274937
Helicoverpa armigera	GBGL16871-15	KM274938
Helicoverpa armigera	GBGL16874-15	KM274941
Helicoverpa armigera	GBGL16877-15	KM274944
Helicoverpa armigera	GBGL16878-15	KM274945
Helicoverpa armigera	GBGL16880-15	KM274947
Helicoverpa armigera	GBGL16881-15	KM274948
Helicoverpa armigera	GBGL16884-15	KM274951
Helicoverpa armigera	GBGL16885-15	KM274952
Helicoverpa armigera	GBGL16895-15	KM274962
Helicoverpa armigera	GBGL16896-15	KM274963
Helicoverpa armigera	GBGL16904-15	KM274971
